Symbol,Company,Grade,Current Price,Value,Growth,Momentum,VGM,Quant
ELME,Elme Communities,3-Hold,17.48,F,F,D,F,25.0
ENB,Enbridge Inc,3-Hold,39.61,C,D,D,D,37.5
EMN,Eastman Chemical Company,4-Sell,85.69,B,D,C,C,37.5
ENLC,EnLink Midstream LLC,2-Buy,11.9,A,A,C,A,87.5
ENFN,Enfusion Inc.,3-Hold,11.06,F,A,B,B,62.5
ENTG,Entegris Inc.,4-Sell,66.71,D,B,D,C,37.5
EOG,EOG Resources Inc.,3-Hold,124.38,B,A,F,B,62.5
ENOV,Enovis Corporation,4-Sell,57.07,B,F,F,D,25.0
EBAY,eBay Inc.,3-Hold,43.1,B,C,D,C,50.0
ENV,Envestnet Inc,3-Hold,62.66,C,D,B,D,37.5
EPC,Edgewell Personal Care Company,5-Strong Sell,39.47,B,C,A,B,37.5
EPAM,EPAM Systems Inc.,2-Buy,313.48,C,A,F,B,75.0
EQIX,Equinix Inc.,3-Hold,660.62,F,B,C,D,37.5
EQH,Equitable Holdings Inc.,4-Sell,29.4,A,F,D,C,37.5
EQC,Equity Commonwealth,1-Strong Buy,24.76,F,C,D,F,50.0
ERF,Enerplus Corporation,3-Hold,16,B,A,D,A,75.0
EPR,EPR Properties,3-Hold,36.18,B,B,C,A,75.0
ERII,Energy Recovery Inc.,4-Sell,19.8,F,F,F,F,12.5
ERJ,EmbraerEmpresa Brasileira de Aeronautica,3-Hold,11.06,A,B,F,A,75.0
ENPH,Enphase Energy Inc.,3-Hold,240.37,D,A,A,A,75.0
EQT,EQT Corporation,3-Hold,32.08,B,B,D,A,75.0
EMR,Emerson Electric Co.,4-Sell,95.01,D,B,B,B,50.0
EPD,Enterprise Products Partners L.P.,3-Hold,24.63,A,B,D,B,62.5
ES,Eversource Energy,3-Hold,83.75,C,C,C,C,50.0
ESTC,Elastic N.V.,3-Hold,48.27,F,F,D,F,25.0
ESAB,ESAB Corporation,2-Buy,50.01,B,F,F,D,50.0
ESMT,EngageSmart Inc.,3-Hold,16.83,D,B,B,C,50.0
ESTE,Earthstone Energy Inc.,4-Sell,13.04,A,A,F,A,62.5
EQR,Equity Residential,3-Hold,57.47,D,C,D,D,37.5
ESI,Element Solutions Inc.,3-Hold,17.89,B,B,B,B,62.5
ET,Energy Transfer LP,3-Hold,11.93,A,A,C,A,75.0
ETD,Ethan Allen Interiors Inc.,3-Hold,27.48,A,A,B,A,75.0
ETR,Entergy Corporation,3-Hold,103.66,B,B,B,B,62.5
ETN,Eaton Corporation PLC,2-Buy,157.2,C,D,F,D,50.0
ETSY,Etsy Inc.,3-Hold,119.56,D,B,C,C,50.0
EVBG,Everbridge Inc.,2-Buy,27.03,C,A,C,B,75.0
ESNT,Essent Group Ltd.,2-Buy,38.56,A,F,F,D,50.0
EVA,Enviva Inc.,3-Hold,46.64,F,B,C,C,50.0
EURN,Euronav NV,2-Buy,15.62,C,B,A,B,75.0
EVRI,Everi Holdings Inc.,5-Strong Sell,14.66,B,C,C,C,25.0
EVRG,Evergy Inc.,4-Sell,62.99,C,B,F,C,37.5
EWBC,East West Bancorp Inc.,3-Hold,66.59,B,B,F,B,62.5
EVTC,Evertec Inc.,2-Buy,32.57,B,D,D,C,62.5
EVER,EverQuote Inc.,1-Strong Buy,14.64,F,C,D,D,62.5
EWCZ,European Wax Center Inc.,2-Buy,13.57,D,D,F,F,37.5
EQNR,Equinor ASA,3-Hold,32.29,A,A,C,A,75.0
ETNB,89BIO,3-Hold,12.21,D,A,A,B,62.5
EXAS,Exact Sciences Corporation,2-Buy,48.31,D,F,A,D,50.0
EXR,Extra Space Storage Inc,3-Hold,141.04,D,B,F,D,37.5
EXC,Exelon Corporation,4-Sell,42.78,C,C,D,C,37.5
EXTR,Extreme Networks Inc.,3-Hold,18.43,C,A,B,A,75.0
F,Ford Motor Company,5-Strong Sell,12.25,A,C,C,B,37.5
FA,First Advantage Corporation,3-Hold,12.81,B,C,F,C,50.0
FAF,First American Financial Corporation,2-Buy,55.19,A,C,F,B,75.0
EYE,National Vision Holdings Inc.,3-Hold,40.97,B,D,C,C,50.0
FANG,Diamondback Energy Inc.,3-Hold,134.04,B,A,D,A,75.0
FATE,Fate Therapeutics Inc.,2-Buy,11,F,F,B,F,37.5
FAST,Fastenal Company,3-Hold,46.3,D,B,A,B,62.5
FBIN,Fortune Brands Innovations Inc.,5-Strong Sell,59.3,C,D,F,D,12.5
EVH,Evolent Health Inc,3-Hold,26.35,C,B,A,A,75.0
FBP,First BanCorp.,3-Hold,12.74,A,D,C,C,50.0
EXPI,Exp World Holdings Inc.,3-Hold,10.85,B,B,C,A,75.0
FBRT,Franklin BSP Realty Trust Inc.,3-Hold,13.25,C,D,A,C,50.0
FCX,FreeportMcMoRan Inc.,3-Hold,39.84,B,D,B,B,62.5
FCF,First Commonwealth Financial Corporation,3-Hold,13.85,B,D,F,D,37.5
FDX,FedEx Corporation,3-Hold,181.28,A,C,D,B,62.5
FE,FirstEnergy Corporation,3-Hold,41.68,C,D,D,D,37.5
EXEL,Exelixis Inc.,4-Sell,16.59,B,B,A,A,62.5
FCPT,Four Corners Property Trust Inc.,4-Sell,26.41,F,C,B,D,25.0
FERG,Ferguson plc,3-Hold,134.38,B,A,C,A,75.0
FFIV,F5 Inc.,3-Hold,140.05,B,C,A,B,62.5
FFWM,First Foundation Inc.,5-Strong Sell,14.51,D,D,F,D,12.5
FHB,First Hawaiian Inc.,4-Sell,25.83,C,D,D,D,25.0
EXPD,Expeditors International of Washington Inc.,3-Hold,104.92,B,A,F,A,75.0
FCN,FTI Consulting Inc.,3-Hold,160.26,B,C,B,B,62.5
FFBC,First Financial Bancorp.,3-Hold,24.84,C,D,C,D,37.5
FISV,Fiserv Inc.,3-Hold,99.4,B,D,D,D,37.5
FHI,Federated Hermes Inc.,4-Sell,37.62,C,C,D,C,37.5
FIVN,Five9 Inc.,3-Hold,66.47,D,C,F,D,37.5
FIVE,Five Below Inc.,3-Hold,177.08,D,F,D,F,25.0
FLEX,Flex Ltd.,3-Hold,21.61,A,C,D,B,62.5
FITB,Fifth Third Bancorp,3-Hold,33.13,B,C,F,C,50.0
FGEN,FibroGen Inc,4-Sell,18,F,C,B,D,25.0
EXPE,Expedia Group Inc.,2-Buy,93,A,B,F,A,87.5
FL,Foot Locker Inc.,3-Hold,38.21,A,F,B,B,62.5
FLGT,Fulgent Genetics Inc.,4-Sell,29.39,A,B,C,A,62.5
FLO,Flowers Foods Inc.,3-Hold,28.69,B,B,A,A,75.0
FLS,Flowserve Corporation,3-Hold,30.49,C,F,F,F,25.0
FLT,FleetCor Technologies Inc.,3-Hold,180.26,B,F,B,C,50.0
FFIN,First Financial Bankshares Inc.,3-Hold,33.29,D,C,D,D,37.5
FLR,Fluor Corporation,2-Buy,31.75,C,F,F,F,37.5
FMC,FMC Corporation,3-Hold,121.7,C,F,F,F,25.0
FMX,Fomento Economico Mexicano S.A.B. de C.V.,3-Hold,78.58,B,D,C,C,50.0
FMS,Fresenius Medical Care AG & Co. KGaA,5-Strong Sell,16.92,A,D,D,C,25.0
FNB,F.N.B. Corporation,3-Hold,13.05,B,B,F,B,62.5
FLNG,Flex LNG Ltd.,3-Hold,29.77,D,B,B,C,50.0
FND,Floor & Decor Holdings Inc.,4-Sell,75,C,C,B,C,37.5
FNF,Fidelity National Financial Inc.,4-Sell,38.15,A,C,F,B,50.0
FIBK,First Interstate BancSystem Inc.,3-Hold,38.34,C,B,D,C,50.0
FNKO,Funko Inc.,4-Sell,11.47,C,F,D,D,25.0
FOLD,Amicus Therapeutics Inc.,3-Hold,11.86,D,A,D,C,50.0
FNV,FrancoNevada Corporation,3-Hold,139.85,F,D,F,F,25.0
FOCS,Focus Financial Partners Inc.,5-Strong Sell,38.87,C,B,D,B,37.5
FPI,Farmland Partners Inc.,3-Hold,12.58,F,F,F,F,25.0
FOUR,Shift4 Payments Inc.,3-Hold,53.59,D,A,F,C,50.0
FRC,First Republic Bank,3-Hold,120.46,D,F,F,F,25.0
FORM,FormFactor Inc.,3-Hold,22.9,C,C,A,B,62.5
FLNC,Fluence Energy Inc.,3-Hold,15.9,D,F,F,F,25.0
FRPT,Freshpet Inc.,4-Sell,52.72,D,F,F,F,12.5
FRG,Franchise Group Inc.,5-Strong Sell,28.92,B,F,C,D,12.5
FRT,Federal Realty Investment Trust,3-Hold,102.72,D,C,F,F,25.0
FROG,JFrog Ltd.,3-Hold,22.12,F,F,D,F,25.0
FRO,Frontline PLC,3-Hold,11.08,B,D,A,B,62.5
FSLR,First Solar Inc.,3-Hold,145.46,C,B,A,B,62.5
HBAN,Huntington Bancshares Incorporated,3-Hold,14.26,B,D,C,C,50.0
FSK,FS KKR Capital Corp.,1-Strong Buy,18.07,D,F,D,F,50.0
FSS,Federal Signal Corporation,4-Sell,47.15,D,F,C,F,12.5
FRSH,Freshworks Inc.,3-Hold,14.32,F,C,D,F,25.0
FTAI,FTAI Aviation Ltd.,3-Hold,19,A,A,D,A,75.0
FTDR,Frontdoor Inc.,3-Hold,21.44,B,D,B,C,50.0
FR,First Industrial Realty Trust Inc.,3-Hold,47.64,F,C,A,C,50.0
FTI,TechnipFMC plc,3-Hold,11.82,C,D,B,C,50.0
FULT,Fulton Financial Corporation,3-Hold,16.64,B,B,C,A,75.0
FUL,H. B. Fuller Company,3-Hold,70.26,B,B,B,B,62.5
FTV,Fortive Corporation,4-Sell,63.93,D,C,C,D,25.0
FUTU,Futu Holdings Limited Sponsored ADR,3-Hold,45.9,D,F,A,D,37.5
FUN,Cedar Fair L.P.,3-Hold,42.18,A,A,D,A,75.0
FWONK,Liberty Media Corporation,1-Strong Buy,62.17,D,C,A,C,75.0
FWRG,First Watch Restaurant Group Inc.,3-Hold,13.54,B,D,A,C,50.0
FYBR,Frontier Communications Parent Inc.,2-Buy,26.4,A,B,F,B,75.0
G,Genpact Limited,3-Hold,45.7,B,B,B,A,75.0
GBDC,Golub Capital BDC Inc.,1-Strong Buy,13.19,F,F,C,F,50.0
FTNT,Fortinet Inc.,3-Hold,47.45,D,A,F,B,62.5
GBX,Greenbrier Companies Inc. The,3-Hold,34.91,B,C,C,B,62.5
GDDY,GoDaddy Inc.,3-Hold,73.72,B,A,B,A,75.0
FLYW,Flywire Corporation,3-Hold,23.79,F,C,C,D,37.5
GD,General Dynamics Corporation,3-Hold,244.62,B,A,F,B,62.5
GDOT,Green Dot Corporation,5-Strong Sell,16.44,A,B,B,A,50.0
GE,General Electric Company,3-Hold,71.29,C,B,B,B,62.5
GDYN,Grid Dynamics Holdings Inc.,3-Hold,10.71,C,A,F,B,62.5
GDS,GDS Holdings,3-Hold,25.23,C,B,B,B,62.5
GEO,Geo Group Inc The,2-Buy,10.7,A,B,C,A,87.5
GBCI,Glacier Bancorp Inc.,3-Hold,47.68,D,D,F,F,25.0
GES,Guess Inc.,3-Hold,22.02,B,F,F,D,37.5
GFI,Gold Fields Limited,2-Buy,11.5,B,A,F,A,87.5
GFL,GFL Environmental Inc.,4-Sell,30.38,C,C,A,B,50.0
GFS,GlobalFoundries Inc.,3-Hold,51.02,C,C,C,C,50.0
GGG,Graco Inc.,3-Hold,66.83,D,B,F,D,37.5
GIII,GIII Apparel Group LTD.,5-Strong Sell,14.09,C,F,F,F,0.0
GH,Guardant Health Inc.,3-Hold,27.03,F,D,A,D,37.5
GFF,Griffon Corporation,3-Hold,35.02,B,A,D,A,75.0
GIL,Gildan Activewear Inc.,3-Hold,28.36,B,C,D,B,62.5
GILD,Gilead Sciences Inc.,3-Hold,85.85,A,C,C,B,62.5
GKOS,Glaukos Corporation,4-Sell,44.64,F,D,D,F,12.5
GL,Globe Life Inc.,2-Buy,120.19,B,C,A,B,75.0
GLNG,Golar LNG Limited,2-Buy,21.54,D,D,D,F,37.5
GLOB,Globant S.A.,4-Sell,160.15,D,B,C,C,37.5
FVRR,Fiverr International,3-Hold,29.35,D,B,A,B,62.5
GLPI,Gaming and Leisure Properties Inc.,3-Hold,49.82,D,C,B,C,50.0
GLP,Global Partners LP,3-Hold,31.88,A,A,A,A,75.0
GM,General Motors Company,4-Sell,35,A,D,D,B,50.0
GLW,Corning Incorporated,4-Sell,34.39,B,C,F,C,37.5
GMAB,Genmab AS Sponsored ADR,3-Hold,42.12,C,C,C,C,50.0
GMED,Globus Medical Inc.,3-Hold,72.71,C,D,C,D,37.5
GNL,Global Net Lease Inc.,4-Sell,12.91,B,B,B,A,62.5
GME,GameStop Corp.,2-Buy,16.22,D,D,B,C,62.5
GNK,Genco Shipping & Trading Limited,5-Strong Sell,15.01,B,C,A,A,50.0
GIS,General Mills Inc.,3-Hold,84.41,B,B,A,A,75.0
GNTX,Gentex Corporation,4-Sell,28.17,B,D,B,C,37.5
GNRC,Generac Holdings Inc.,5-Strong Sell,98.27,D,F,F,F,0.0
GOGO,Gogo Inc.,3-Hold,14.9,F,D,F,F,25.0
FTS,Fortis,4-Sell,40.06,C,D,C,D,25.0
GOLF,Acushnet,3-Hold,42.95,C,D,A,C,50.0
GOOGL,Alphabet Inc.,3-Hold,86.2,B,B,F,B,62.5
GOLD,Barrick Gold Corporation,3-Hold,18.78,C,F,C,D,37.5
GOOG,Alphabet Inc.,3-Hold,86.77,B,B,F,B,62.5
GOOS,Canada Goose Holdings Inc.,3-Hold,18.95,C,F,F,F,25.0
GPC,Genuine Parts Company,2-Buy,168.57,A,B,A,A,87.5
GO,Grocery Outlet Holding Corp.,3-Hold,28.32,C,B,A,A,75.0
GPK,Graphic Packaging Holding Company,3-Hold,22.09,A,A,A,A,75.0
GPRE,Green Plains Inc.,3-Hold,30.91,C,B,F,C,50.0
GPN,Global Payments Inc.,4-Sell,101.98,B,C,F,C,37.5
GEN,Gen Digital Inc.,3-Hold,21.1,C,F,C,D,37.5
GPS,The Gap Inc.,3-Hold,11.41,C,D,D,C,50.0
GRMN,Garmin Ltd.,4-Sell,95.32,D,D,F,F,12.5
GSBD,Goldman Sachs BDC Inc.,3-Hold,14.3,D,F,A,D,37.5
GRBK,Green Brick Partners Inc.,5-Strong Sell,26.11,C,A,D,B,37.5
GSHD,Goosehead Insurance,3-Hold,32.48,F,B,D,D,37.5
GSK,GSK PLC Sponsored ADR,3-Hold,34.48,A,F,C,C,50.0
GSL,Global Ship Lease Inc.,4-Sell,16.1,A,B,B,A,62.5
GTES,Gates Industrial Corporation PLC,3-Hold,12.01,B,F,C,D,37.5
GT,The Goodyear Tire & Rubber Company,5-Strong Sell,10.67,B,F,A,C,25.0
GTY,Getty Realty Corporation,3-Hold,34.43,D,D,B,D,37.5
GWRE,Guidewire Software Inc.,3-Hold,60.71,F,F,C,F,25.0
GXO,GXO Logistics Inc.,3-Hold,44.49,B,B,F,B,62.5
GWW,W.W. Grainger Inc.,3-Hold,537.53,C,B,A,A,75.0
HA,Hawaiian Holdings Inc.,3-Hold,11.43,C,D,D,F,25.0
H,Hyatt Hotels Corporation,3-Hold,91.98,B,B,A,A,75.0
HAIN,The Hain Celestial Group Inc.,3-Hold,17.21,B,F,D,D,37.5
HAL,Halliburton Company,2-Buy,38.95,B,B,C,B,75.0
HAE,Haemonetics Corporation,3-Hold,75.4,C,A,B,A,75.0
HALO,Halozyme Therapeutics Inc.,3-Hold,54.23,B,A,B,A,75.0
HAYW,Hayward Holdings Inc.,3-Hold,10.96,B,D,B,C,50.0
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc.,4-Sell,29.78,D,B,A,C,37.5
HCC,Warrior Met Coal,3-Hold,33.37,A,A,C,A,75.0
HCM,HUTCHMED China Limited Sponsored ADR,3-Hold,16.73,F,D,F,F,25.0
HAS,Hasbro Inc.,4-Sell,63.3,C,F,F,D,25.0
HD,The Home Depot Inc.,3-Hold,315.47,B,C,B,B,62.5
HCP,HashiCorp Inc.,2-Buy,23.92,F,D,A,D,50.0
HCSG,Healthcare Services Group Inc.,3-Hold,12.42,B,F,B,C,50.0
HDB,HDFC Bank Limited,3-Hold,66.96,D,C,D,D,37.5
HE,Hawaiian Electric Industries Inc.,3-Hold,41.84,C,D,C,C,50.0
HELE,Helen of Troy Limited,3-Hold,110.97,C,F,A,C,50.0
HEI,Heico Corporation,3-Hold,151.95,D,B,C,C,50.0
HGV,Hilton Grand Vacations Inc.,3-Hold,40.03,A,A,C,A,75.0
GTLS,Chart Industries Inc.,3-Hold,117.34,D,B,F,D,37.5
HI,Hillenbrand Inc,1-Strong Buy,42.3,B,D,D,D,62.5
HES,Hess Corporation,3-Hold,140.78,D,A,F,C,50.0
HESM,Hess Midstream Partners LP,3-Hold,30.67,B,C,F,C,50.0
HII,Huntington Ingalls Industries Inc.,4-Sell,226.95,B,D,B,B,50.0
GTN,Gray Television Inc.,5-Strong Sell,11.68,A,A,F,A,50.0
HIW,Highwoods Properties Inc.,3-Hold,27.46,B,C,C,C,50.0
HHC,Howard Hughes Corporation The,3-Hold,76.31,D,A,F,C,50.0
HIG,The Hartford Financial Services Group Inc.,3-Hold,77.08,A,B,D,B,62.5
HIBB,Hibbett Inc.,3-Hold,69.89,A,C,C,B,62.5
GTLB,GitLab Inc.,3-Hold,38.21,F,B,A,C,50.0
HLF,Herbalife LTD.,3-Hold,15.96,A,D,F,B,62.5
HLI,Houlihan Lokey Inc.,2-Buy,88.06,C,F,D,F,37.5
HOLX,Hologic Inc.,2-Buy,77.63,B,C,F,C,62.5
HOMB,Home BancShares Inc.,3-Hold,22.03,C,C,B,C,50.0
HOG,HarleyDavidson Inc.,3-Hold,42.33,A,C,A,A,75.0
HLIT,Harmonic Inc.,3-Hold,13.16,C,D,D,D,37.5
HLT,Hilton Worldwide Holdings Inc.,3-Hold,126.84,C,A,A,A,75.0
HP,Helmerich & Payne Inc.,1-Strong Buy,46.57,C,B,B,B,87.5
HRB,H&R Block Inc.,2-Buy,35.7,A,A,A,A,87.5
HQY,HealthEquity Inc.,3-Hold,61.07,D,D,A,C,50.0
HMC,Honda Motor Co. Ltd.,3-Hold,23.27,A,A,C,A,75.0
HPQ,HP Inc.,4-Sell,27.21,A,A,C,A,62.5
HRL,Hormel Foods Corporation,4-Sell,46.05,C,A,C,B,50.0
HRMY,Harmony Biosciences Holdings Inc.,3-Hold,53.92,C,A,C,B,62.5
HSBC,HSBC Holdings plc,2-Buy,33.76,C,F,D,F,37.5
HST,Host Hotels & Resorts Inc.,3-Hold,15.79,C,A,C,A,75.0
HSY,Hershey Company The,3-Hold,223.08,C,B,A,B,62.5
HSIC,Henry Schein Inc.,4-Sell,80.03,B,C,D,B,50.0
HTH,Hilltop Holdings Inc.,2-Buy,29.8,B,B,D,B,75.0
HTGC,Hercules Capital Inc.,3-Hold,13.47,F,F,B,F,25.0
HTLD,Heartland Express Inc.,3-Hold,15.41,B,C,F,C,50.0
HTHT,H World Group Ltd,3-Hold,44.9,F,F,F,F,25.0
HTZ,Hertz Global Holdings Inc.,5-Strong Sell,15.65,A,A,D,A,50.0
HUBB,Hubbell Inc,3-Hold,224.43,C,C,B,C,50.0
GVA,Granite Construction Incorporated,3-Hold,34.48,B,A,B,A,75.0
HUM,Humana Inc.,3-Hold,488.02,A,A,A,A,75.0
HON,Honeywell International Inc.,3-Hold,204.47,D,D,D,F,25.0
HWM,Howmet Aerospace Inc.,4-Sell,39.32,D,C,B,C,37.5
HUN,Huntsman Corporation,5-Strong Sell,29.78,B,C,B,B,37.5
HXL,Hexcel Corporation,4-Sell,60.48,D,D,F,F,12.5
IAA,IAA Inc.,4-Sell,38.96,B,C,A,B,50.0
IAC,IAC Inc.,3-Hold,49.29,C,F,F,F,25.0
HZO,MarineMax Inc.,3-Hold,31.82,A,D,B,B,62.5
IART,Integra LifeSciences Holdings Corporation,3-Hold,58.18,B,C,B,B,62.5
IBN,ICICI Bank Limited,2-Buy,21.2,C,B,D,B,75.0
HUBS,HubSpot Inc.,2-Buy,276.12,D,B,F,D,50.0
ICPT,Intercept Pharmaceuticals Inc.,3-Hold,13.57,C,F,B,D,37.5
ICLR,ICON PLC,3-Hold,199.11,B,B,C,B,62.5
IBKR,Interactive Brokers Group Inc.,2-Buy,71.84,C,B,B,B,75.0
ICE,Intercontinental Exchange Inc.,3-Hold,102.58,D,F,C,F,25.0
IDXX,IDEXX Laboratories Inc.,3-Hold,419.2,D,C,A,C,50.0
IDYA,IDEAYA Biosciences Inc.,2-Buy,17.16,F,F,A,F,37.5
IEP,Icahn Enterprises L.P.,5-Strong Sell,52.96,D,A,B,A,50.0
IBM,International Business Machines Corporation,2-Buy,141.11,B,D,F,C,62.5
IEX,IDEX Corporation,2-Buy,225.74,D,B,B,C,62.5
IGT,International Game Technology,2-Buy,23.4,A,C,B,A,87.5
IFF,International Flavors & Fragrances Inc.,3-Hold,107.29,D,C,D,C,50.0
IIPR,Innovative Industrial Properties Inc.,4-Sell,96.47,D,B,B,C,37.5
IMAX,IMAX Corporation,5-Strong Sell,15.49,F,C,F,F,0.0
IMCR,Immunocore Holdings PLC Sponsored ADR,1-Strong Buy,53.06,F,C,F,F,50.0
IMVT,Immunovant Inc.,2-Buy,18.75,C,C,A,C,62.5
ILMN,Illumina Inc.,5-Strong Sell,201.15,F,D,A,D,12.5
IMXI,INTERNATIONAL MONEY EXPRESS INC.,1-Strong Buy,22.87,C,F,A,D,62.5
IMO,Imperial Oil Limited,3-Hold,46.58,A,A,F,A,75.0
INCY,Incyte Corporation,3-Hold,80.16,B,B,C,B,62.5
INBX,Inhibrx Inc.,2-Buy,23.15,F,F,C,F,37.5
INFY,Infosys Limited,3-Hold,17.68,C,C,A,B,62.5
INGR,Ingredion Incorporated,2-Buy,96.98,A,D,C,B,75.0
INSM,Insmed Inc.,3-Hold,19.74,F,D,C,F,25.0
INMD,InMode Ltd.,3-Hold,35.75,C,B,B,B,62.5
HPE,Hewlett Packard Enterprise Company,3-Hold,16.45,A,B,F,A,75.0
INSP,Inspire Medical Systems Inc.,3-Hold,242.67,D,A,F,C,50.0
INTU,Intuit Inc.,3-Hold,375.62,D,B,A,B,62.5
INVA,Innoviva Inc.,5-Strong Sell,13.11,A,F,A,B,37.5
INT,World Fuel Services Corporation,3-Hold,27.14,A,A,C,A,75.0
IOT,Samsara Inc.,3-Hold,10.74,F,C,C,D,37.5
INTC,Intel Corporation,4-Sell,27.56,A,F,C,D,25.0
IPGP,IPG Photonics Corporation,3-Hold,99.99,C,D,C,D,37.5
INSW,International Seaways Inc.,3-Hold,34.69,C,B,D,C,50.0
HOPE,Hope Bancorp Inc.,3-Hold,12.82,B,D,D,C,50.0
IPI,Intrepid Potash Inc,5-Strong Sell,27.92,A,C,A,B,37.5
IPG,Interpublic Group of Companies Inc. The,2-Buy,35.23,B,F,D,D,50.0
INVH,Invitation Home,4-Sell,28.59,D,B,B,C,37.5
IRM,Iron Mountain Incorporated,3-Hold,48.95,D,D,D,F,25.0
IQV,IQVIA Holdings Inc.,3-Hold,207.05,B,A,D,B,62.5
IRTC,iRhythm Technologies,3-Hold,88.1,D,A,F,C,50.0
IRT,Independence Realty Trust Inc.,3-Hold,16.18,D,B,F,D,37.5
IP,International Paper Company,5-Strong Sell,36.2,B,C,C,C,25.0
IRDM,Iridium Communications Inc,3-Hold,53.18,F,A,C,C,50.0
IR,Ingersoll Rand Inc.,4-Sell,53.39,D,C,D,D,25.0
IRWD,Ironwood Pharmaceuticals Inc.,3-Hold,12.41,B,B,D,B,62.5
ITCI,IntraCellular Therapies Inc.,3-Hold,51.25,F,D,B,F,25.0
ISRG,Intuitive Surgical Inc.,2-Buy,268.62,C,D,C,D,50.0
ITOS,iTeos Therapeutics Inc.,3-Hold,17.53,D,A,C,B,62.5
ITW,Illinois Tool Works Inc.,3-Hold,218.88,D,C,D,D,37.5
ITRI,Itron Inc.,5-Strong Sell,51.8,F,C,A,C,25.0
IVR,INVESCO MORTGAGE CAPITAL INC,5-Strong Sell,13.43,D,B,B,B,37.5
IT,Gartner Inc.,2-Buy,324.77,C,B,D,B,75.0
IVZ,Invesco Ltd.,3-Hold,18.68,B,D,F,D,37.5
ITT,ITT Inc.,3-Hold,81.98,C,B,C,C,50.0
ISEE,IVERIC bio Inc.,3-Hold,19.45,F,F,C,F,25.0
J,Jacobs Solutions Inc.,3-Hold,123.61,B,D,B,B,62.5
JAZZ,Jazz Pharmaceuticals PLC,3-Hold,159.38,A,A,A,A,75.0
JAMF,Jamf Holding Corp.,2-Buy,17.93,D,A,C,B,75.0
JACK,Janus Henderson Sustainable & Impact Core Bond ETF,3-Hold,67.9,A,D,F,C,50.0
JBHT,J.B. Hunt Transport Services Inc.,3-Hold,169.2,C,A,D,B,62.5
JBL,Jabil Inc.,1-Strong Buy,65.44,A,B,B,A,100.0
JD,JD.com Inc.,2-Buy,65.9,A,A,D,A,87.5
JEF,Jefferies Financial Group Inc.,3-Hold,37.07,B,C,D,C,50.0
JCI,Johnson Controls International plc,3-Hold,65.03,C,B,D,B,62.5
JELD,JELDWEN Holding Inc.,5-Strong Sell,10.78,B,A,F,A,50.0
JHG,Janus Henderson Group plc,3-Hold,24.47,B,D,D,C,50.0
JKHY,Jack Henry & Associates Inc.,3-Hold,173.78,D,A,B,B,62.5
JKS,JinkoSolar Holding Company Limited,3-Hold,39.97,A,B,D,A,75.0
JLL,Jones Lang LaSalle Incorporated,5-Strong Sell,162.55,C,F,F,D,12.5
JPM,JPMorgan Chase & Co.,3-Hold,135.35,D,F,B,F,25.0
INFA,Informatica Inc.,3-Hold,15.15,C,F,B,D,37.5
JXN,Jackson Financial Inc.,1-Strong Buy,35.43,A,F,D,C,75.0
K,Kellogg Company,3-Hold,70.66,B,D,B,C,50.0
JWN,Nordstrom Inc.,3-Hold,16.62,A,D,F,C,50.0
KAR,KAR Auction Services Inc,2-Buy,13.38,B,F,C,D,50.0
KAMN,Kaman Corporation,5-Strong Sell,22.05,C,D,A,C,25.0
KBR,KBR Inc.,3-Hold,51.28,C,A,C,A,75.0
KBH,KB Home,5-Strong Sell,33.75,C,D,C,C,25.0
KDNY,Chinook Therapeutics Inc.,4-Sell,24.5,F,F,A,F,12.5
KDP,Keurig Dr Pepper Inc,3-Hold,35.29,C,C,F,D,37.5
KD,Kyndryl Holdings Inc.,2-Buy,12.14,B,C,C,B,75.0
KEY,KeyCorp,3-Hold,17.84,B,C,F,C,50.0
KALA,Kala Pharmaceuticals Inc.,2-Buy,36.67,F,D,A,D,50.0
KFY,KornFerry International,3-Hold,49.89,A,B,C,A,75.0
KEX,Kirby Corporation,3-Hold,61.85,C,B,B,B,62.5
JNPR,Juniper Networks Inc.,4-Sell,31.17,C,F,C,D,25.0
KLAC,KLA Corporation,3-Hold,373.47,C,A,C,B,62.5
KKR,KKR & Co. Inc.,3-Hold,47.4,D,F,D,F,25.0
KLXE,KLX Energy Services Holdings Inc.,3-Hold,14.56,B,A,A,A,75.0
KLIC,Kulicke and Soffa Industries Inc.,5-Strong Sell,44.66,C,B,C,B,37.5
KIM,Kimco Realty Corporation,3-Hold,20.97,D,C,B,C,50.0
KMT,Kennametal Inc.,4-Sell,25.35,B,D,C,C,37.5
KMB,KimberlyClark Corporation,2-Buy,135.54,C,C,B,B,75.0
KEYS,Keysight Technologies Inc.,3-Hold,168.87,D,B,C,B,62.5
JNJ,Johnson & Johnson,3-Hold,178.8,B,B,A,B,62.5
KO,CocaCola Company The,3-Hold,62.2,D,C,A,C,50.0
KNX,KnightSwift Transportation Holdings Inc.,3-Hold,53.89,B,A,F,B,62.5
KN,Knowles Corporation,3-Hold,17.29,B,C,F,C,50.0
KMPR,Kemper Corporation,3-Hold,51.57,C,F,B,D,37.5
KRG,Kite Realty Group Trust,3-Hold,21.02,D,A,C,B,62.5
KRNT,Kornit Digital Ltd.,4-Sell,24,F,F,F,F,12.5
KR,The Kroger Co.,2-Buy,45.16,A,A,D,A,87.5
